category,model,base_model,type,application,speed,needle,image_file,description
Apparel,AP-876S,AP-876S,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),AP-876S.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,LK-1961/ABH,LK-1961,Button Sewing & Bartacking Machine,Jeans & Heavy-weight,"3,000 sti/min",DPx5 (#14),LK-1961.png,"Type: Button Sewing & Bartacking Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DPx5 (#14)"
Apparel,LK-1900A,LK-1900A,Button Sewing & Bartacking Machine,Jeans & Heavy-weight,"3,000 sti/min",DPx5 (#14),LK-1900A.png,"Type: Button Sewing & Bartacking Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DPx5 (#14)"
Apparel,AG-120DZ,AG-120D,Overlock / Safety Stitch Machine,Jeans & Heavy-weight,"7,000 sti/min",DCx27 (#11),AG-120D.png,"Type: Overlock / Safety Stitch Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 7,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DCx27 (#11)"
Apparel,ASN-690L,ASN-690L,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),ASN-690L.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,PS-910S,PS-910S,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),PS-910S.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,DLU-5498N-7,DLU-5498N,Computer-controlled Cycle Pattern Sewing Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),DLU-5498N.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,PS-800HB13085,PS-800H,Computer-controlled Cycle Pattern Sewing Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),PS-800H.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,AG-110DZ,AG-110D,Computer-controlled Cycle Pattern Sewing Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),AG-110D.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,XL-G554-10Y,XL,Computer-controlled Cycle Pattern Sewing Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),XL.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,XC-KE-01P,XC,Computer-controlled Cycle Pattern Sewing Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),XC.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,IP-500,IP-500,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),IP-500.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,IT-100,IT-100,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),IT-100.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,JA-AH-AT1650A,JA,Computer-controlled Cycle Pattern Sewing Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),JA.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,JSH-PBNB01/JSH-PBNS01/JSH-8000APBNB01/JSH-8000APBNS01,JSH,Lockstitch Sewing Machine,Light- to Medium-weight,"5,000 sti/min",DBx1 (#11),JSH.png,"Type: Lockstitch Sewing Machine • Application: Light- to Medium-weight • Max. sewing speed: 5,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,JSH-001-11A,JSH-001,Zigzag Stitching Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),JSH-001.png,"Type: Zigzag Stitching Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,JSH-001R1-4,JSH-001R,Zigzag Stitching Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),JSH-001R.png,"Type: Zigzag Stitching Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,JSH-001L1-4,JSH-001L,Zigzag Stitching Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),JSH-001L.png,"Type: Zigzag Stitching Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,JSH-001AR1-16,JSH-001A,Zigzag Stitching Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),JSH-001A.png,"Type: Zigzag Stitching Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,MH-480,MH-480,Zigzag Stitching Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),MH-480.png,"Type: Zigzag Stitching Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,MO-6700,MO-6700,Computer-controlled Cycle Pattern Sewing Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),MO-6700.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,LK-1900BN,LK-1900B,Computer-controlled Cycle Pattern Sewing Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),LK-1900B.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Apparel,AK-154,AK-154,Button Sewing & Bartacking Machine,Jeans & Heavy-weight,"3,000 sti/min",DPx5 (#14),AK-154.png,"Type: Button Sewing & Bartacking Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DPx5 (#14)"
Apparel,PK-57,PK,Button Sewing & Bartacking Machine,Jeans & Heavy-weight,"3,000 sti/min",DPx5 (#14),PK.png,"Type: Button Sewing & Bartacking Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DPx5 (#14)"
Apparel,IP-510A,IP-510A,Button Sewing & Bartacking Machine,Jeans & Heavy-weight,"3,000 sti/min",DPx5 (#14),IP-510A.png,"Type: Button Sewing & Bartacking Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DPx5 (#14)"
Apparel,AMS-210D,AMS-210D,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),AMS-210D.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,AMS-215D,AMS-215D,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),AMS-215D.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,AMS-221D,AMS-221D,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),AMS-221D.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,LK-1930,LK-1930,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LK-1930.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,LK-1901A,LK-1901A,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LK-1901A.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,LK-1902A,LK-1902A,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LK-1902A.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,LK-1903A,LK-1903A,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LK-1903A.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,LK-1901B,LK-1901B,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LK-1901B.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,LK-1902B,LK-1902B,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LK-1902B.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,LK-1903B,LK-1903B,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LK-1903B.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,AB-1360,AB-1360,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),AB-1360.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Apparel,BK-10,BK,Button Sewing & Bartacking Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),BK.png,"Type: Button Sewing & Bartacking Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Non-Apparel / Heavy Duty,LU-2800V-7,LU-2800V,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LU-2800V.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,PLC-2700V-7,PLC-2700V,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),PLC-2700V.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,DDL-8700L,DDL-8700L,Button Sewing & Bartacking Machine,Jeans & Heavy-weight,"3,000 sti/min",DPx5 (#14),DDL-8700L.png,"Type: Button Sewing & Bartacking Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DPx5 (#14)"
Non-Apparel / Heavy Duty,DU-1481-7,DU-1481,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),DU-1481.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,DU-1181N-7/X73096,DU-1181N,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),DU-1181N.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,AMS-251,AMS-251,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),AMS-251.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,DU-141H-7,DU-141H,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),DU-141H.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,DNU-1541-7,DNU-1541,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),DNU-1541.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-1508N,LU-1508N,Button Sewing & Bartacking Machine,Jeans & Heavy-weight,"3,000 sti/min",DPx5 (#14),LU-1508N.png,"Type: Button Sewing & Bartacking Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DPx5 (#14)"
Non-Apparel / Heavy Duty,LU-1510N-7,LU-1510N,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LU-1510N.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-1520NCS-7,LU-1520N,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LU-1520N.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-1560N-7,LU-1560N,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LU-1560N.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2828V-7,LU-2828V,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LU-2828V.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2810-7,LU-2810,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LU-2810.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,AMS-221RC,AMS-221R,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),AMS-221R.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2810V-7/X73235,LU-2810V,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LU-2810V.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,PLK-J2516-YU,PLK,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),PLK.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2860-7,LU-2860,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LU-2860.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2818AL-7,LU-2818A,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LU-2818A.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2828A-7,LU-2828A,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LU-2828A.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2810ESAL-7,LU-2810E,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LU-2810E.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2810A-7/X73178,LU-2810A,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LU-2810A.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2210N-7,LU-2210N,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LU-2210N.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LU-2260N-7,LU-2260N,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LU-2260N.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LZH-1290-7,LZH-1290,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LZH-1290.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,DSU-142-7,DSU-142,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),DSU-142.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,DSC-244U,DSC-244U,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),DSC-244U.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,DSC-245-7-0B/X55167,DSC-245,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),DSC-245.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LS-2342-7,LS-2342,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LS-2342.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LS-1342-7,LS-1342,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LS-1342.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,LS-1341/X55287,LS-1341,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),LS-1341.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,PLC-2710,PLC-2710,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),PLC-2710.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,SC-920/M51N,SC-920,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),SC-920.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,PLC-2760,PLC-2760,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),PLC-2760.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
Non-Apparel / Heavy Duty,PLC-1710-7,PLC-1710,Computer-controlled Cycle Pattern Sewing Machine,Jeans & Heavy-weight,"3,000 sti/min",134-35 (Nm140),PLC-1710.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Jeans & Heavy-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: 134-35 (Nm140)"
